id,category,category_label,topic,difficulty,question,options,answer,solution,source_repo,source_file
abstract-reasoning-advanced-matrix-pattern-questions-0078,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Matrix Pattern Questions,advanced,"Matrix: [Filled Star, Empty Circle, Half Square; Empty Circle, Half Square, Filled Star; Half Square, Filled Star, __]. What is the missing shape?",Empty Circle | None of the above | Both Empty Circle... and alternative | Insufficient data,Empty Circle,Each column shifts down: Star → Circle → Square; Circle → Square → Star; Square → Star → Circle.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-matrix-pattern-questions-0079,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Matrix Pattern Questions,advanced,"Matrix: [3, 15, 45; 4, 20, 60; 5, 25, __]. What is the missing number?",75 | 80 | 72 | 150,75,"Each row: 3 × 1, 3 × 5, 3 × 15; 4 × 1, 4 × 5, 4 × 15; 5 × 1, 5 × 5, 5 × 15. Next: 5 × 15 = 75.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-matrix-pattern-questions-0080,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Matrix Pattern Questions,advanced,"Matrix: [1, 7, 22; 2, 10, 28; 3, 13, __]. What is the missing number?",34 | 39 | 31 | 68,34,"Columns: 1, 2, 3 (+1); 7, 10, 13 (+3); 22, 28, x (+6). Next: 28 + 6 = 34.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-odd-one-out-questions-0081,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Odd One Out Questions,advanced,"Which is the odd one out: 3, 12, 30, 66, 132, 242?",242 | 247 | 239 | 484,242,"Differences: 9, 18, 36, 66, 110. Second differences: 9, 18, 30, 44. 242 breaks the pattern.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-odd-one-out-questions-0082,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Odd One Out Questions,advanced,"Which is the odd one out: Circle (Red Filled), Square (Blue Empty), Triangle (Green Half), Pentagon (Red Filled), Star (Blue Half)?",Star | None of the above | Both Star... and alternative | Insufficient data,Star,"Circle, Square, Triangle, Pentagon are polygons. Star is not.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-odd-one-out-questions-0083,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Odd One Out Questions,advanced,"Which is the odd one out: 2, 7, 17, 37, 77, 152?",152 | 157 | 149 | 304,152,"Differences: 5, 10, 20, 40, 75. 152 breaks the doubling pattern.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-odd-one-out-questions-0084,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Odd One Out Questions,advanced,"Which is the odd one out: Filled Circle (Red), Empty Square (Blue), Half Triangle (Green), Filled Pentagon (Yellow), Empty Star (Red)?",Empty Star | None of the above | Both Empty Star... and alternative | Insufficient data,Empty Star,Star is not a polygon; others are.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-odd-one-out-questions-0085,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Odd One Out Questions,advanced,"Which is the odd one out: 4, 12, 30, 66, 132, 264?","None (all fit, but 4 is smallest) | None (all fit, but 6 is smallest) | None (all fit, but 1 is smallest) | None (all fit, but 8 is smallest)","None (all fit, but 4 is smallest)","Differences: 8, 18, 36, 66, 132. Second differences: 10, 18, 30, 66. 264 fits. Recompute: 264 is correct.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-odd-one-out-questions-0086,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Odd One Out Questions,advanced,"Which is the odd one out: Star (Filled Red), Circle (Empty Blue), Square (Half Green), Triangle (Filled Yellow), Pentagon (Empty Red)?",Star | None of the above | Both Star... and alternative | Insufficient data,Star,Star is not a polygon; others are.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-odd-one-out-questions-0087,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Odd One Out Questions,advanced,"Which is the odd one out: 1, 5, 16, 44, 104, 224, 464?",464 | 469 | 461 | 928,464,"Differences: 4, 11, 28, 60, 120, 240. Second differences deviate at 464.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-odd-one-out-questions-0088,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Odd One Out Questions,advanced,"Which is the odd one out: Red Filled, Blue Empty, Green Half, Yellow Filled, Circle Empty?",Circle Empty | None of the above | Both Circle Empty... and alternative | Insufficient data,Circle Empty,Circle Empty is a shape; others are color/state.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-odd-one-out-questions-0089,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Odd One Out Questions,advanced,"Which is the odd one out: 2, 5, 13, 35, 94, 248, 650?",650 | 655 | 647 | 1300,650,"Each follows: ×3 - 1, ×3 - 2, etc. 650 ≠ 248 × 3 - 94.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-odd-one-out-questions-0090,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Odd One Out Questions,advanced,"Which is the odd one out: Triangle (3 Red), Square (4 Blue), Pentagon (5 Green), Circle (0 Yellow), Hexagon (6 Red)?",Circle | None of the above | Both Circle... and alternative | Insufficient data,Circle,Circle has 0 sides; others are polygons.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-odd-one-out-questions-0091,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Odd One Out Questions,advanced,"Which is the odd one out: 3, 9, 22, 46, 88, 158, 272?",None | None of the above | Both None... and alternative | Insufficient data,None,All fit pattern. No odd one out.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-odd-one-out-questions-0092,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Odd One Out Questions,advanced,"Which is the odd one out: Blue Circle (Filled), Red Square (Empty), Green Triangle (Half), Yellow Pentagon (Filled), Star (Red Empty)?",Star | None of the above | Both Star... and alternative | Insufficient data,Star,Star is not a polygon.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-odd-one-out-questions-0093,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Odd One Out Questions,advanced,"Which is the odd one out: 5, 15, 35, 65, 105, 155, 205?",205 | 210 | 202 | 410,205,"Differences: 10, 20, 30, 40, 50, 50. 205 breaks +10 pattern.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-odd-one-out-questions-0094,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Odd One Out Questions,advanced,"Which is the odd one out: Pentagon (Red Filled), Hexagon (Blue Empty), Heptagon (Green Half), Octagon (Yellow Filled), Circle (Red Empty)?",Circle | None of the above | Both Circle... and alternative | Insufficient data,Circle,Circle is not a polygon.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-odd-one-out-questions-0095,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Odd One Out Questions,advanced,"Which is the odd one out: 2, 4, 11, 29, 74, 182, 446?",446 | 451 | 443 | 892,446,446 ≠ 182 × 3 - 104.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-odd-one-out-questions-0096,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Odd One Out Questions,advanced,"Which is the odd one out: Filled Star (Red), Empty Circle (Blue), Half Square (Green), Filled Triangle (Yellow), Empty Pentagon (Green)?",Star | None of the above | Both Star... and alternative | Insufficient data,Star,Star is not a polygon.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-odd-one-out-questions-0097,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Odd One Out Questions,advanced,"Which is the odd one out: 1, 4, 12, 36, 108, 324, 970?",970 | 975 | 967 | 1940,970,970 ≠ 324 × 3.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-odd-one-out-questions-0098,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Odd One Out Questions,advanced,"Which is the odd one out: Red Filled Circle, Blue Empty Square, Green Half Triangle, Yellow Filled Pentagon, Green Empty Star?",Star | None of the above | Both Star... and alternative | Insufficient data,Star,Star is not a polygon.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-odd-one-out-questions-0099,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Odd One Out Questions,advanced,"Which is the odd one out: 3, 8, 22, 60, 164, 446, 1204?",1204 | 1209 | 1201 | 2408,1204,1204 ≠ 446 × 3 - 136.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
abstract-reasoning-advanced-odd-one-out-questions-0100,abstract-reasoning,Abstract Reasoning (Non-Verbal Reasoning),Odd One Out Questions,advanced,"Which is the odd one out: Square (Red Filled), Triangle (Blue Empty), Pentagon (Green Half), Hexagon (Yellow Filled), Star (Red Half)?",Star | None of the above | Both Star... and alternative | Insufficient data,Star,Star is not a polygon.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,05 Abstract Reasoning (Non-Verbal Reasoning)/03 Advance/README.md
computer-fundamentals-basic-programming-fundamentals-0001,computer-fundamentals,Technical Aptitude (Basic Programming and AIML Concepts),Programming Fundamentals,basic,"What is the output of this C code: `int x = 5; printf(""%d"", x++);`?",5 | 7 | 2 | 10,5,"`x++` is post-increment, so `printf` uses the current value of `x` (5), then increments `x` to 6.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md
computer-fundamentals-basic-programming-fundamentals-0002,computer-fundamentals,Technical Aptitude (Basic Programming and AIML Concepts),Programming Fundamentals,basic,"In Python, what is the output of: `print(3 * ""hello"")`?",hellohellohello | None of the above | Both hellohellohello... and alternative | Insufficient data,hellohellohello,"String repetition in Python multiplies the string: `3 * ""hello""` produces `""hellohellohello""`.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md
computer-fundamentals-basic-programming-fundamentals-0003,computer-fundamentals,Technical Aptitude (Basic Programming and AIML Concepts),Programming Fundamentals,basic,What is the value of `x` after this Java code: `int x = 10; x += 5;`?,15 | 20 | 12 | 30,15,"`x += 5` is equivalent to `x = x + 5`. So, `x = 10 + 5 = 15`.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md
computer-fundamentals-basic-programming-fundamentals-0004,computer-fundamentals,Technical Aptitude (Basic Programming and AIML Concepts),Programming Fundamentals,basic,"In C++, what is the output of: `int a = 3, b = 4; cout << a + b;`?",7 | 12 | 4 | 14,7,`a + b = 3 + 4 = 7`. `cout` prints `7`.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md
computer-fundamentals-basic-programming-fundamentals-0005,computer-fundamentals,Technical Aptitude (Basic Programming and AIML Concepts),Programming Fundamentals,basic,"What does this Python code do: `x = [1, 2, 3]; x.append(4)`?",Adds 4 to the list | Adds 6 to the list | Adds 1 to the list | Adds 8 to the list,Adds 4 to the list,"`append(4)` adds `4` to the end of the list `x`. New list: `[1, 2, 3, 4]`.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md
computer-fundamentals-basic-programming-fundamentals-0006,computer-fundamentals,Technical Aptitude (Basic Programming and AIML Concepts),Programming Fundamentals,basic,"In C, what is the output of: `int x = 8; printf(""%d"", x >> 1);`?",4 | 6 | 1 | 8,4,`x >> 1` performs a right shift. `8` (binary `1000`) shifts to `0100` (4).,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md
computer-fundamentals-basic-programming-fundamentals-0007,computer-fundamentals,Technical Aptitude (Basic Programming and AIML Concepts),Programming Fundamentals,basic,"In Java, what is the output of: `boolean x = true; System.out.println(!x);`?",false | None of the above | Both false... and alternative | Insufficient data,false,`!x` negates `true` to `false`.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md
computer-fundamentals-basic-programming-fundamentals-0008,computer-fundamentals,Technical Aptitude (Basic Programming and AIML Concepts),Programming Fundamentals,basic,What is the output of this Python code: `x = 10; y = 3; print(x // y)`?,3 | 5 | 1 | 6,3,`//` is floor division: `10 // 3 = 3` (quotient without remainder).,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md
computer-fundamentals-basic-programming-fundamentals-0009,computer-fundamentals,Technical Aptitude (Basic Programming and AIML Concepts),Programming Fundamentals,basic,"In C++, what is the output of: `int x = 5; if(x > 3) cout << ""Yes""; else cout << ""No"";`?",Yes | None of the above | Both Yes... and alternative | Insufficient data,Yes,"`x = 5 > 3`, so `if` condition is true. Prints `Yes`.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md
computer-fundamentals-basic-programming-fundamentals-0010,computer-fundamentals,Technical Aptitude (Basic Programming and AIML Concepts),Programming Fundamentals,basic,"In Python, what is the output of: `for i in range(3): print(i)`?",0 1 2 | 2 1 2 | 1 1 2 | 30 1 2,0 1 2,"`range(3)` generates `0, 1, 2`. Loop prints each value.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md
computer-fundamentals-basic-programming-fundamentals-0011,computer-fundamentals,Technical Aptitude (Basic Programming and AIML Concepts),Programming Fundamentals,basic,"In C, what is the output of: `int x = 3; printf(""%d"", x & 1);`?",1 | 3 | 2 | 31,1,`x & 1` performs bitwise AND. `3` (binary `11`) AND `1` (binary `01`) = `01` (1).,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md
computer-fundamentals-basic-programming-fundamentals-0012,computer-fundamentals,Technical Aptitude (Basic Programming and AIML Concepts),Programming Fundamentals,basic,"In Java, what is the output of: `int x = 7; System.out.println(x % 2);`?",1 | 3 | 2 | 31,1,`%` is modulus: `7 % 2 = 1` (remainder).,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md
computer-fundamentals-basic-programming-fundamentals-0013,computer-fundamentals,Technical Aptitude (Basic Programming and AIML Concepts),Programming Fundamentals,basic,"In Python, what is the output of: `x = [1, 2]; x.pop(0); print(x)`?",[2] | [4] | [1] | [32],[2],`pop(0)` removes the element at index `0` (1). New list: `[2]`.,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md
computer-fundamentals-basic-programming-fundamentals-0014,computer-fundamentals,Technical Aptitude (Basic Programming and AIML Concepts),Programming Fundamentals,basic,"In C++, what is the output of: `int x = 4; cout << ++x;`?",5 | 7 | 2 | 10,5,"`++x` is pre-increment, so `x` becomes `5`, and `5` is printed.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md
computer-fundamentals-basic-programming-fundamentals-0015,computer-fundamentals,Technical Aptitude (Basic Programming and AIML Concepts),Programming Fundamentals,basic,"In C, what is the output of: `int x = 5; printf(""%d"", x | 2);`?",7 | 12 | 4 | 14,7,`x | 2` performs bitwise OR. `5` (binary `101`) OR `2` (binary `010`) = `111` (7).,rohanmistry231/CSE-Aptitude-Test-Practice-Hub,06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md
computer-fundamentals-basic-programming-fundamentals-0016,computer-fundamentals,Technical Aptitude (Basic Programming and AIML Concepts),Programming Fundamentals,basic,"In Python, what is the output of: `x = {1, 2, 2}; print(len(x))`?",2 | 4 | 1 | 32,2,"Sets remove duplicates: `{1, 2, 2}` becomes `{1, 2}`. `len` returns `2`.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md
computer-fundamentals-basic-programming-fundamentals-0017,computer-fundamentals,Technical Aptitude (Basic Programming and AIML Concepts),Programming Fundamentals,basic,"In Java, what is the output of: `String s = ""Hello""; System.out.println(s.length());`?",5 | 7 | 2 | 10,5,"`length()` returns the number of characters in `""Hello""`, which is `5`.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md
computer-fundamentals-basic-programming-fundamentals-0018,computer-fundamentals,Technical Aptitude (Basic Programming and AIML Concepts),Programming Fundamentals,basic,"In C++, what is the output of: `int x = 10; while(x > 8) { cout << x << "" ""; x--; }`?",10 9 | 15 9 | 7 9 | 20 9,10 9,"Loop runs while `x > 8`: prints `10`, then `9`.",rohanmistry231/CSE-Aptitude-Test-Practice-Hub,06 Technical Aptitude (Basic Programming and AIML Concepts)/01 Basic/README.md
